學校代碼,學校名稱,日間∕進修別,等級別,一年級男生,一年級女生,二年級男生,二年級女生,三年級男生,三年級女生,四年級男生,四年級女生,五年級男生,五年級女生,六年級男生,六年級女生,七年級男生,七年級女生,延修生男生,延修生女生,縣市名稱,體系別,學年度,總計,男生計,女生計,一年級男,一年級女,二年級男,二年級女,三年級男,三年級女,四年級男,四年級女,五年級男,五年級女,六年級男,六年級女,七年級男,七年級女,延修生男,延修生女,華語先修生男,華語先修生女,city_name,sector
25,國立臺北科技大學,D 日,B 四技,1086.0,468.0,1047.0,416.0,996.0,455.0,1009.0,434.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,2.0,30 臺北市,2 技職,105,5940.0,,,,,,,,,,,,,,,,,,,,,臺北市,公立
25,國立臺北科技大學,D 日,C 二技,0.0,0.0,0.0,0.0,16.0,22.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30 臺北市,2 技職,105,49.0,,,,,,,,,,,,,,,,,,,,,臺北市,公立
25,國立臺北科技大學,N 職,M 碩士,396.0,162.0,366.0,125.0,184.0,48.0,96.0,32.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,30 臺北市,2 技職,105,1424.0,,,,,,,,,,,,,,,,,,,,,臺北市,公立
25,國立臺北科技大學,N 修,B 四技,394.0,81.0,291.0,43.0,227.0,44.0,77.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30 臺北市,2 技職,105,1159.0,,,,,,,,,,,,,,,,,,,,,臺北市,公立
25,國立臺北科技大學,N 修,C 二技,0.0,0.0,0.0,0.0,130.0,83.0,172.0,100.0,14.0,16.0,0.0,0.0,0.0,0.0,40.0,12.0,30 臺北市,2 技職,105,567.0,,,,,,,,,,,,,,,,,,,,,臺北市,公立
26,國立高雄第一科技大學,D 日,D 博士,32.0,9.0,31.0,9.0,35.0,7.0,21.0,9.0,19.0,8.0,24.0,4.0,16.0,3.0,0.0,0.0,12 高雄市,2 技職,105,227.0,,,,,,,,,,,,,,,,,,,,,高雄市,公立
26,國立高雄第一科技大學,D 日,M 碩士,298.0,170.0,264.0,176.0,65.0,37.0,34.0,20.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,12 高雄市,2 技職,105,1065.0,,,,,,,,,,,,,,,,,,,,,高雄市,公立
26,國立高雄第一科技大學,D 日,B 四技,751.0,684.0,650.0,669.0,661.0,682.0,636.0,649.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,59.0,12 高雄市,2 技職,105,5541.0,,,,,,,,,,,,,,,,,,,,,高雄市,公立
26,國立高雄第一科技大學,D 日,C 二技,0.0,0.0,0.0,0.0,31.0,62.0,19.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,13.0,12 高雄市,2 技職,105,181.0,,,,,,,,,,,,,,,,,,,,,高雄市,公立
26,國立高雄第一科技大學,N 職,M 碩士,169.0,96.0,161.0,75.0,85.0,17.0,54.0,16.0,22.0,5.0,13.0,3.0,0.0,0.0,0.0,0.0,12 高雄市,2 技職,105,716.0,,,,,,,,,,,,,,,,,,,,,高雄市,公立
27,國立高雄應用科技大學,D 日,D 博士,40.0,15.0,60.0,11.0,33.0,10.0,38.0,3.0,26.0,3.0,21.0,2.0,12.0,2.0,0.0,0.0,50 高雄市,2 技職,105,276.0,,,,,,,,,,,,,,,,,,,,,高雄市,公立
27,國立高雄應用科技大學,D 日,M 碩士,434.0,151.0,415.0,144.0,81.0,30.0,32.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50 高雄市,2 技職,105,1302.0,,,,,,,,,,,,,,,,,,,,,高雄市,公立
27,國立高雄應用科技大學,D 日,B 四技,1191.0,633.0,1173.0,629.0,1117.0,667.0,1103.0,695.0,0.0,0.0,0.0,0.0,0.0,0.0,178.0,42.0,50 高雄市,2 技職,105,7428.0,,,,,,,,,,,,,,,,,,,,,高雄市,公立
27,國立高雄應用科技大學,D 日,C 二技,0.0,0.0,0.0,0.0,36.0,17.0,36.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,50 高雄市,2 技職,105,104.0,,,,,,,,,,,,,,,,,,,,,高雄市,公立
27,國立高雄應用科技大學,N 職,M 碩士,302.0,218.0,278.0,185.0,122.0,33.0,33.0,8.0,11.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0,50 高雄市,2 技職,105,1197.0,,,,,,,,,,,,,,,,,,,,,高雄市,公立
27,國立高雄應用科技大學,N 修,B 四技,254.0,111.0,218.0,118.0,169.0,76.0,171.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,17.0,50 高雄市,2 技職,105,1263.0,,,,,,,,,,,,,,,,,,,,,高雄市,公立
27,國立高雄應用科技大學,N 修,C 二技,0.0,0.0,0.0,0.0,96.0,108.0,104.0,126.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,6.0,50 高雄市,2 技職,105,449.0,,,,,,,,,,,,,,,,,,,,,高雄市,公立
28,國立臺北藝術大學,D 日,D 博士,6.0,15.0,2.0,12.0,5.0,8.0,4.0,7.0,5.0,8.0,1.0,3.0,1.0,4.0,0.0,0.0,30 臺北市,1 一般,105,81.0,,,,,,,,,,,,,,,,,,,,,臺北市,公立
28,國立臺北藝術大學,D 日,M 碩士,94.0,180.0,82.0,179.0,74.0,163.0,66.0,119.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30 臺北市,1 一般,105,957.0,,,,,,,,,,,,,,,,,,,,,臺北市,公立
28,國立臺北藝術大學,D 日,B 學士,125.0,269.0,141.0,260.0,119.0,257.0,130.0,273.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,105.0,30 臺北市,1 一般,105,1756.0,,,,,,,,,,,,,,,,,,,,,臺北市,公立
28,國立臺北藝術大學,D 日,X 4+X,16.0,30.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30 臺北市,1 一般,105,57.0,,,,,,,,,,,,,,,,,,,,,臺北市,公立
28,國立臺北藝術大學,D 日,5 五專,14.0,16.0,14.0,14.0,13.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30 臺北市,1 一般,105,87.0,,,,,,,,,,,,,,,,,,,,,臺北市,公立
28,國立臺北藝術大學,N 職,M 碩士,21.0,37.0,17.0,37.0,16.0,16.0,5.0,15.0,6.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,30 臺北市,1 一般,105,178.0,,,,,,,,,,,,,,,,,,,,,臺北市,公立
29,國立臺灣藝術大學,D 日,D 博士,12.0,16.0,10.0,7.0,11.0,10.0,5.0,7.0,4.0,5.0,3.0,3.0,3.0,4.0,0.0,0.0,01 新北市,1 一般,105,100.0,,,,,,,,,,,,,,,,,,,,,新北市,公立
29,國立臺灣藝術大學,D 日,M 碩士,80.0,155.0,79.0,129.0,68.0,118.0,61.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,01 新北市,1 一般,105,758.0,,,,,,,,,,,,,,,,,,,,,新北市,公立
29,國立臺灣藝術大學,D 日,B 學士,153.0,405.0,147.0,405.0,162.0,389.0,151.0,374.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,156.0,01 新北市,1 一般,105,2424.0,,,,,,,,,,,,,,,,,,,,,新北市,公立
29,國立臺灣藝術大學,N 職,M 碩士,58.0,63.0,53.0,73.0,43.0,64.0,19.0,48.0,5.0,26.0,2.0,7.0,0.0,0.0,0.0,0.0,01 新北市,1 一般,105,461.0,,,,,,,,,,,,,,,,,,,,,新北市,公立
29,國立臺灣藝術大學,N 修,C 二技,0.0,0.0,0.0,0.0,42.0,114.0,38.0,114.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,45.0,01 新北市,2 技職,105,364.0,,,,,,,,,,,,,,,,,,,,,新北市,公立
29,國立臺灣藝術大學,P 進,B 學士,127.0,244.0,107.0,260.0,110.0,233.0,120.0,239.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,92.0,01 新北市,1 一般,105,1575.0,,,,,,,,,,,,,,,,,,,,,新北市,公立
30,國立臺東大學,D 日,D 博士,1.0,6.0,4.0,4.0,3.0,4.0,2.0,2.0,0.0,4.0,1.0,4.0,4.0,1.0,0.0,0.0,14 臺東縣,1 一般,105,40.0,,,,,,,,,,,,,,,,,,,,,臺東縣,公立
30,國立臺東大學,D 日,M 碩士,54.0,53.0,43.0,69.0,10.0,34.0,13.0,29.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,14 臺東縣,1 一般,105,306.0,,,,,,,,,,,,,,,,,,,,,臺東縣,公立
30,國立臺東大學,D 日,B 學士,420.0,440.0,433.0,460.0,403.0,439.0,377.0,435.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,44.0,14 臺東縣,1 一般,105,3546.0,,,,,,,,,,,,,,,,,,,,,臺東縣,公立
30,國立臺東大學,N 職,M 碩士,59.0,138.0,76.0,169.0,23.0,57.0,8.0,27.0,5.0,5.0,2.0,10.0,1.0,0.0,0.0,0.0,14 臺東縣,1 一般,105,580.0,,,,,,,,,,,,,,,,,,,,,臺東縣,公立
30,國立臺東大學,P 進,B 學士,19.0,24.0,15.0,16.0,20.0,18.0,26.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,5.0,14 臺東縣,1 一般,105,175.0,,,,,,,,,,,,,,,,,,,,,臺東縣,公立
31,國立宜蘭大學,D 日,D 博士,2.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,02 宜蘭縣,1 一般,105,10.0,,,,,,,,,,,,,,,,,,,,,宜蘭縣,公立
31,國立宜蘭大學,D 日,M 碩士,140.0,67.0,122.0,52.0,58.0,18.0,16.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,02 宜蘭縣,1 一般,105,477.0,,,,,,,,,,,,,,,,,,,,,宜蘭縣,公立
31,國立宜蘭大學,D 日,B 學士,730.0,379.0,710.0,389.0,652.0,405.0,646.0,380.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0,26.0,02 宜蘭縣,1 一般,105,4404.0,,,,,,,,,,,,,,,,,,,,,宜蘭縣,公立
31,國立宜蘭大學,N 職,M 碩士,49.0,31.0,47.0,15.0,26.0,6.0,14.0,1.0,7.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,02 宜蘭縣,1 一般,105,198.0,,,,,,,,,,,,,,,,,,,,,宜蘭縣,公立
31,國立宜蘭大學,P 進,B 學士,55.0,36.0,67.0,30.0,66.0,28.0,54.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,3.0,02 宜蘭縣,1 一般,105,398.0,,,,,,,,,,,,,,,,,,,,,宜蘭縣,公立
32,國立聯合大學,D 日,D 博士,3.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,05 苗栗縣,1 一般,105,9.0,,,,,,,,,,,,,,,,,,,,,苗栗縣,公立
32,國立聯合大學,D 日,M 碩士,124.0,61.0,124.0,39.0,35.0,16.0,11.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,05 苗栗縣,1 一般,105,418.0,,,,,,,,,,,,,,,,,,,,,苗栗縣,公立
32,國立聯合大學,D 日,B 學士,1023.0,463.0,1038.0,451.0,1001.0,469.0,982.0,429.0,21.0,20.0,0.0,0.0,0.0,0.0,195.0,33.0,05 苗栗縣,1 一般,105,6125.0,,,,,,,,,,,,,,,,,,,,,苗栗縣,公立
32,國立聯合大學,P 進,B 學士,209.0,140.0,205.0,127.0,161.0,117.0,151.0,105.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,36.0,05 苗栗縣,1 一般,105,1323.0,,,,,,,,,,,,,,,,,,,,,苗栗縣,公立
33,國立虎尾科技大學,D 日,D 博士,5.0,1.0,4.0,2.0,4.0,0.0,4.0,2.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,09 雲林縣,2 技職,105,27.0,,,,,,,,,,,,,,,,,,,,,雲林縣,公立
33,國立虎尾科技大學,D 日,M 碩士,350.0,74.0,283.0,67.0,55.0,10.0,19.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,09 雲林縣,2 技職,105,860.0,,,,,,,,,,,,,,,,,,,,,雲林縣,公立
33,國立虎尾科技大學,D 日,B 四技,1362.0,427.0,1336.0,438.0,1260.0,475.0,1297.0,464.0,0.0,0.0,0.0,0.0,0.0,0.0,222.0,35.0,09 雲林縣,2 技職,105,7316.0,,,,,,,,,,,,,,,,,,,,,雲林縣,公立
33,國立虎尾科技大學,D 日,C 二技,0.0,0.0,0.0,0.0,70.0,20.0,59.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,09 雲林縣,2 技職,105,170.0,,,,,,,,,,,,,,,,,,,,,雲林縣,公立
33,國立虎尾科技大學,N 職,M 碩士,48.0,24.0,73.0,28.0,11.0,4.0,8.0,4.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,09 雲林縣,2 技職,105,211.0,,,,,,,,,,,,,,,,,,,,,雲林縣,公立
33,國立虎尾科技大學,N 修,B 四技,423.0,80.0,258.0,64.0,212.0,65.0,175.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,12.0,09 雲林縣,2 技職,105,1399.0,,,,,,,,,,,,,,,,,,,,,雲林縣,公立
33,國立虎尾科技大學,N 修,C 二技,0.0,0.0,0.0,0.0,25.0,24.0,28.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,09 雲林縣,2 技職,105,108.0,,,,,,,,,,,,,,,,,,,,,雲林縣,公立
34,國立高雄海洋科技大學,D 日,D 博士,8.0,4.0,5.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50 高雄市,2 技職,105,20.0,,,,,,,,,,,,,,,,,,,,,高雄市,公立
34,國立高雄海洋科技大學,D 日,M 碩士,87.0,55.0,99.0,53.0,25.0,6.0,9.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50 高雄市,2 技職,105,338.0,,,,,,,,,,,,,,,,,,,,,高雄市,公立
34,國立高雄海洋科技大學,D 日,B 四技,731.0,405.0,716.0,407.0,679.0,423.0,678.0,403.0,0.0,0.0,0.0,0.0,0.0,0.0,156.0,37.0,50 高雄市,2 技職,105,4635.0,,,,,,,,,,,,,,,,,,,,,高雄市,公立
34,國立高雄海洋科技大學,D 日,C 二技,0.0,0.0,0.0,0.0,87.0,19.0,63.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,8.0,50 高雄市,2 技職,105,221.0,,,,,,,,,,,,,,,,,,,,,高雄市,公立
34,國立高雄海洋科技大學,D 日,X 4+X,31.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,50 高雄市,2 技職,105,35.0,,,,,,,,,,,,,,,,,,,,,高雄市,公立
34,國立高雄海洋科技大學,D 日,5 五專,86.0,16.0,83.0,16.0,80.0,20.0,79.0,14.0,89.0,9.0,0.0,0.0,0.0,0.0,24.0,0.0,50 高雄市,2 技職,105,516.0,,,,,,,,,,,,,,,,,,,,,高雄市,公立
34,國立高雄海洋科技大學,N 職,M 碩士,51.0,20.0,43.0,24.0,11.0,6.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50 高雄市,2 技職,105,166.0,,,,,,,,,,,,,,,,,,,,,高雄市,公立
34,國立高雄海洋科技大學,N 修,B 四技,319.0,133.0,262.0,144.0,249.0,164.0,248.0,154.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0,29.0,50 高雄市,2 技職,105,1807.0,,,,,,,,,,,,,,,,,,,,,高雄市,公立
35,國立臺南藝術大學,D 日,D 博士,3.0,2.0,3.0,2.0,1.0,3.0,6.0,0.0,1.0,3.0,2.0,2.0,2.0,5.0,0.0,0.0,11 臺南市,1 一般,105,35.0,,,,,,,,,,,,,,,,,,,,,臺南市,公立
35,國立臺南藝術大學,D 日,M 碩士,49.0,111.0,51.0,87.0,44.0,74.0,42.0,73.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,11 臺南市,1 一般,105,534.0,,,,,,,,,,,,,,,,,,,,,臺南市,公立
35,國立臺南藝術大學,D 日,B 學士,58.0,139.0,51.0,126.0,48.0,120.0,44.0,124.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,33.0,11 臺南市,1 一般,105,755.0,,,,,,,,,,,,,,,,,,,,,臺南市,公立
35,國立臺南藝術大學,D 日,5 五專,24.0,34.0,25.0,30.0,22.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11 臺南市,1 一般,105,162.0,,,,,,,,,,,,,,,,,,,,,臺南市,公立
35,國立臺南藝術大學,N 職,M 碩士,3.0,10.0,5.0,7.0,2.0,4.0,0.0,1.0,2.0,5.0,2.0,1.0,0.0,1.0,0.0,0.0,11 臺南市,1 一般,105,43.0,,,,,,,,,,,,,,,,,,,,,臺南市,公立
36,國立臺南大學,D 日,D 博士,12.0,22.0,12.0,15.0,14.0,11.0,19.0,17.0,5.0,13.0,9.0,6.0,7.0,10.0,0.0,0.0,21 臺南市,1 一般,105,172.0,,,,,,,,,,,,,,,,,,,,,臺南市,公立
36,國立臺南大學,D 日,M 碩士,164.0,175.0,150.0,166.0,90.0,102.0,47.0,88.0,1.0,3.0,1.0,2.0,1.0,0.0,0.0,0.0,21 臺南市,1 一般,105,990.0,,,,,,,,,,,,,,,,,,,,,臺南市,公立
36,國立臺南大學,D 日,B 學士,444.0,497.0,444.0,515.0,416.0,518.0,417.0,504.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,55.0,21 臺南市,1 一般,105,3900.0,,,,,,,,,,,,,,,,,,,,,臺南市,公立
36,國立臺南大學,N 職,M 碩士,93.0,144.0,71.0,154.0,49.0,77.0,28.0,62.0,3.0,7.0,2.0,5.0,0.0,2.0,0.0,0.0,21 臺南市,1 一般,105,697.0,,,,,,,,,,,,,,,,,,,,,臺南市,公立
36,國立臺南大學,P 進,B 學士,3.0,10.0,11.0,12.0,3.0,15.0,20.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,5.0,21 臺南市,1 一般,105,120.0,,,,,,,,,,,,,,,,,,,,,臺南市,公立
37,國立臺北教育大學,D 日,D 博士,10.0,14.0,13.0,14.0,10.0,12.0,6.0,10.0,8.0,5.0,7.0,5.0,9.0,14.0,0.0,0.0,30 臺北市,3 師範,105,137.0,,,,,,,,,,,,,,,,,,,,,臺北市,公立
37,國立臺北教育大學,D 日,M 碩士,130.0,241.0,132.0,234.0,63.0,157.0,61.0,119.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,30 臺北市,3 師範,105,1142.0,,,,,,,,,,,,,,,,,,,,,臺北市,公立
37,國立臺北教育大學,D 日,B 學士,291.0,534.0,268.0,531.0,279.0,524.0,258.0,532.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,79.0,30 臺北市,3 師範,105,3364.0,,,,,,,,,,,,,,,,,,,,,臺北市,公立
37,國立臺北教育大學,N 職,M 碩士,83.0,272.0,80.0,232.0,29.0,122.0,30.0,94.0,9.0,10.0,19.0,34.0,0.0,0.0,0.0,0.0,30 臺北市,3 師範,105,1014.0,,,,,,,,,,,,,,,,,,,,,臺北市,公立
38,國立清華大學南大校區(原：國立新竹教育大學),D 日,D 博士,7.0,9.0,8.0,6.0,4.0,7.0,4.0,9.0,2.0,6.0,5.0,5.0,12.0,7.0,0.0,0.0,18 新竹市,3 師範,105,91.0,,,,,,,,,,,,,,,,,,,,,新竹市,公立
38,國立清華大學南大校區(原：國立新竹教育大學),D 日,M 碩士,76.0,187.0,81.0,157.0,42.0,107.0,30.0,83.0,8.0,10.0,2.0,5.0,0.0,0.0,0.0,0.0,18 新竹市,3 師範,105,788.0,,,,,,,,,,,,,,,,,,,,,新竹市,公立
38,國立清華大學南大校區(原：國立新竹教育大學),D 日,B 學士,214.0,441.0,183.0,469.0,182.0,451.0,173.0,441.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,52.0,18 新竹市,3 師範,105,2637.0,,,,,,,,,,,,,,,,,,,,,新竹市,公立
38,國立清華大學南大校區(原：國立新竹教育大學),N 職,M 碩士,19.0,144.0,26.0,121.0,19.0,90.0,8.0,24.0,11.0,25.0,7.0,18.0,5.0,48.0,0.0,0.0,18 新竹市,3 師範,105,565.0,,,,,,,,,,,,,,,,,,,,,新竹市,公立
39,國立臺中教育大學,D 日,D 博士,7.0,13.0,10.0,11.0,12.0,10.0,6.0,12.0,6.0,6.0,4.0,8.0,11.0,10.0,0.0,0.0,19 臺中市,3 師範,105,126.0,,,,,,,,,,,,,,,,,,,,,臺中市,公立
39,國立臺中教育大學,D 日,M 碩士,107.0,180.0,83.0,174.0,50.0,102.0,30.0,76.0,6.0,8.0,3.0,4.0,0.0,0.0,0.0,0.0,19 臺中市,3 師範,105,823.0,,,,,,,,,,,,,,,,,,,,,臺中市,公立
39,國立臺中教育大學,D 日,B 學士,288.0,513.0,284.0,529.0,301.0,532.0,258.0,547.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,35.0,19 臺中市,3 師範,105,3347.0,,,,,,,,,,,,,,,,,,,,,臺中市,公立
39,國立臺中教育大學,N 職,M 碩士,57.0,183.0,34.0,186.0,38.0,96.0,19.0,44.0,11.0,20.0,17.0,20.0,0.0,0.0,0.0,0.0,19 臺中市,3 師範,105,725.0,,,,,,,,,,,,,,,,,,,,,臺中市,公立
42,國立澎湖科技大學,D 日,M 碩士,22.0,17.0,12.0,13.0,8.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16 澎湖縣,2 技職,105,79.0,,,,,,,,,,,,,,,,,,,,,澎湖縣,公立
42,國立澎湖科技大學,D 日,B 四技,390.0,304.0,375.0,256.0,358.0,243.0,327.0,266.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,19.0,16 澎湖縣,2 技職,105,2568.0,,,,,,,,,,,,,,,,,,,,,澎湖縣,公立
42,國立澎湖科技大學,N 職,M 碩士,16.0,5.0,10.0,9.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16 澎湖縣,2 技職,105,42.0,,,,,,,,,,,,,,,,,,,,,澎湖縣,公立
42,國立澎湖科技大學,N 修,B 四技,40.0,48.0,32.0,50.0,34.0,43.0,33.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,16 澎湖縣,2 技職,105,329.0,,,,,,,,,,,,,,,,,,,,,澎湖縣,公立
43,國立勤益科技大學,D 日,D 博士,2.0,1.0,2.0,1.0,3.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,06 臺中市,2 技職,105,15.0,,,,,,,,,,,,,,,,,,,,,臺中市,公立
43,國立勤益科技大學,D 日,M 碩士,202.0,49.0,213.0,54.0,60.0,14.0,20.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,06 臺中市,2 技職,105,614.0,,,,,,,,,,,,,,,,,,,,,臺中市,公立
43,國立勤益科技大學,D 日,B 四技,1113.0,514.0,1147.0,556.0,1078.0,512.0,1101.0,458.0,0.0,0.0,0.0,0.0,0.0,0.0,169.0,38.0,06 臺中市,2 技職,105,6686.0,,,,,,,,,,,,,,,,,,,,,臺中市,公立
43,國立勤益科技大學,D 日,C 二技,0.0,0.0,0.0,0.0,27.0,3.0,36.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,06 臺中市,2 技職,105,69.0,,,,,,,,,,,,,,,,,,,,,臺中市,公立
43,國立勤益科技大學,D 日,2 二專,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,06 臺中市,2 技職,105,1.0,,,,,,,,,,,,,,,,,,,,,臺中市,公立
43,國立勤益科技大學,N 職,M 碩士,85.0,21.0,75.0,23.0,32.0,0.0,8.0,1.0,10.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,06 臺中市,2 技職,105,259.0,,,,,,,,,,,,,,,,,,,,,臺中市,公立
43,國立勤益科技大學,N 修,B 四技,785.0,150.0,659.0,161.0,640.0,170.0,666.0,157.0,0.0,0.0,0.0,0.0,0.0,0.0,134.0,22.0,06 臺中市,2 技職,105,3544.0,,,,,,,,,,,,,,,,,,,,,臺中市,公立
43,國立勤益科技大學,N 修,C 二技,0.0,0.0,0.0,0.0,19.0,2.0,18.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,06 臺中市,2 技職,105,47.0,,,,,,,,,,,,,,,,,,,,,臺中市,公立
44,國立體育大學,D 日,D 博士,18.0,10.0,21.0,7.0,14.0,6.0,12.0,6.0,10.0,9.0,8.0,6.0,3.0,4.0,0.0,0.0,03 桃園市,1 一般,105,134.0,,,,,,,,,,,,,,,,,,,,,桃園市,公立
44,國立體育大學,D 日,M 碩士,74.0,57.0,52.0,69.0,41.0,24.0,28.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,03 桃園市,1 一般,105,360.0,,,,,,,,,,,,,,,,,,,,,桃園市,公立
44,國立體育大學,D 日,B 學士,238.0,155.0,261.0,140.0,230.0,148.0,196.0,139.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,34.0,03 桃園市,1 一般,105,1641.0,,,,,,,,,,,,,,,,,,,,,桃園市,公立
44,國立體育大學,N 職,M 碩士,39.0,40.0,33.0,40.0,12.0,7.0,10.0,7.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,03 桃園市,1 一般,105,196.0,,,,,,,,,,,,,,,,,,,,,桃園市,公立
44,國立體育大學,N 修,C 二年制,0.0,0.0,0.0,0.0,31.0,17.0,18.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,8.0,03 桃園市,1 一般,105,106.0,,,,,,,,,,,,,,,,,,,,,桃園市,公立
46,國立臺北護理健康大學,D 日,D 博士,1.0,11.0,0.0,12.0,0.0,13.0,0.0,11.0,0.0,10.0,0.0,4.0,0.0,3.0,0.0,0.0,30 臺北市,2 技職,105,65.0,,,,,,,,,,,,,,,,,,,,,臺北市,公立
46,國立臺北護理健康大學,D 日,M 碩士,36.0,154.0,30.0,135.0,13.0,108.0,6.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30 臺北市,2 技職,105,565.0,,,,,,,,,,,,,,,,,,,,,臺北市,公立
46,國立臺北護理健康大學,D 日,B 四技,176.0,539.0,154.0,505.0,150.0,438.0,117.0,388.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,29.0,30 臺北市,2 技職,105,2511.0,,,,,,,,,,,,,,,,,,,,,臺北市,公立
46,國立臺北護理健康大學,D 日,C 二技,0.0,0.0,0.0,0.0,18.0,372.0,13.0,352.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,30 臺北市,2 技職,105,766.0,,,,,,,,,,,,,,,,,,,,,臺北市,公立
46,國立臺北護理健康大學,D 日,X 4+X,0.0,0.0,7.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,30 臺北市,2 技職,105,22.0,,,,,,,,,,,,,,,,,,,,,臺北市,公立
